Name,EF,year,field
ASIAN ECON POLICY R,0.001,2009,economics
BE J THEOR ECON,0.001,2009,economics
ECON EDUC REV,0.004,2009,economics
REV IND ORGAN,0.003,2009,economics
JCMS-J COMMON MARK S,0.004,2009,economics
CAN J ECON,0.004,2009,economics
J REGUL ECON,0.002,2009,economics
SOC CHOICE WELFARE,0.005,2009,economics
EXPLOR ECON HIST,0.002,2009,economics
GENEVA RISK INS REV,0.001,2009,economics
REV DEV ECON,0.003,2009,economics
KYKLOS,0.002,2009,economics
SMALL BUS ECON,0.004,2009,economics
J TRANSP ECON POLICY,0.001,2009,economics
INF ECON POLICY,0.002,2009,economics
EMPIR ECON,0.003,2009,economics
ECON HIST REV,0.001,2009,economics
SPAN ECON REV,0.001,2009,economics
J DEV STUD,0.003,2009,economics
WORLD ECON,0.005,2009,economics
STUD NONLINEAR DYN E,0.002,2009,economics
J REAL ESTATE RES,0.001,2009,economics
J PROD ANAL,0.002,2009,economics
REV INCOME WEALTH,0.002,2009,economics
SCOT J POLIT ECON,0.002,2009,economics
NATL TAX J,0.002,2009,economics
FISC STUD,0.001,2009,economics
THEOR DECIS,0.002,2009,economics
J AFR ECON,0.002,2009,economics
CAMB J ECON,0.003,2009,economics
SOUTH ECON J,0.003,2009,economics
PUBLIC CHOICE,0.005,2009,economics
J HOUS ECON,0.001,2009,economics
INT REV LAW ECON,0.002,2009,economics
MACROECON DYN,0.002,2009,economics
NEW POLIT ECON,0.001,2009,economics
J INST THEOR ECON,0.002,2009,economics
CHINA ECON REV,0.002,2009,economics
ECON LETT,0.014,2009,economics
ECON REC,0.002,2009,economics
J EVOL ECON,0.001,2009,economics
PORT ECON J,0.001,2009,economics
CESIFO ECON STUD,0.001,2009,economics
J RISK INSUR,0.002,2009,economics
J REAL ESTATE FINANC,0.002,2009,economics
AUST ECON PAP,0.001,2009,economics
ASIAN ECON J,0.001,2009,economics
J APPL ECON,0.001,2009,economics
CONTEMP ECON POLICY,0.002,2009,economics
J INT TRADE ECON DEV,0.001,2009,economics
REV WORLD ECON,0.001,2009,economics
J ECON,0.001,2009,economics
J MACROECON,0.002,2009,economics
ECON PHILOS,0.001,2009,economics
TIJDSCHR ECON SOC GE,0.002,2009,economics
APPL ECON,0.008,2009,economics
POST-SOV AFF,0.001,2009,economics
AUST ECON REV,0.001,2009,economics
ECON DEV Q,0.001,2009,economics
FUTURES,0.002,2009,economics
J JPN INT ECON,0.001,2009,economics
EUROPE-ASIA STUD,0.002,2009,economics
AM J ECON SOCIOL,0.001,2009,economics
ECON MODEL,0.002,2009,economics
HIST POLIT ECON,0.001,2009,economics
OPEN ECON REV,0.001,2009,economics
CEPAL REV,0.001,2009,economics
J POLICY MODEL,0.002,2009,economics
INVEST ECON-SPAIN,0.001,2009,economics
MANCH SCH,0.001,2009,economics
B INDONES ECON STUD,0.001,2009,economics
J AUST POLIT ECON,0.001,2009,economics
JPN ECON REV,0.001,2009,economics
J MEDIA ECON,0.001,2009,economics
JPN WORLD ECON,0.001,2009,economics
HACIENDA PUBLICA ESP,0.001,2009,economics
FINANZARCHIV,0.001,2009,economics
EUR J HIST ECON THOU,0.001,2009,economics
INT J TRANSP ECON,0.001,2009,economics
DEFENCE PEACE ECON,0.001,2009,economics
APPL ECON LETT,0.004,2009,economics
ANN ECON FINANC,0.001,2009,economics
PAC ECON REV,0.001,2009,economics
AUST ECON HIST REV,0.001,2009,economics
CHINA WORLD ECON,0.001,2009,economics
J ASIA PAC ECON,0.001,2009,economics
ECONOMIST-NETHERLAND,0.001,2009,economics
EMERG MARK FINANC TR,0.001,2009,economics
INDEP REV,0.001,2009,economics
J POST KEYNESIAN EC,0.001,2009,economics
EASTERN EUR ECON,0.001,2009,economics
J ECON ISSUES,0.001,2009,economics
J ECON POLICY REFORM,0.001,2009,economics
J ECON EDUC,0.001,2009,economics
POST-COMMUNIST ECON,0.001,2009,economics
J BUS ECON MANAG,0.001,2009,economics
SINGAP ECON REV,0.001,2009,economics
S AFR J ECON,0.001,2009,economics
DEV ECON,0.001,2009,economics
JAHRB NATL STAT,0.001,2009,economics
ECON POLIT-ITALY,0.001,2009,economics
HITOTSUB J ECON,0.001,2009,economics
REV ECON POLIT,0.001,2009,economics
TRIMEST ECON,0.001,2009,economics
REV ECON APL-SPAIN,0.001,2009,economics
INVEST ECON-MEX,0.001,2009,economics
ACTA OECON,0.001,2009,economics
REV ECON MUND,0.001,2009,economics
S AFR J ECON MANAG S,0.001,2009,economics
ZB RAD EKON FAK RIJE,0.001,2009,economics
REV CIENC SOC-VENEZ,0.001,2009,economics
BALT J ECON,0.001,2009,economics
J KOREA TRADE,0.001,2009,economics
POLIT EKON,0.001,2009,economics
ROM J ECON FORECAST,0.001,2009,economics
TRANSFORM BUS ECON,0.001,2009,economics
EKON CAS,0.001,2009,economics
ECON CHIL,0.001,2009,economics
REV ETUD COMP EST-O,0.001,2009,economics
EKON ISTRAZ,0.001,2009,economics
ANNU REV ECON,0.001,2009,economics
ANNU REV RESOUR ECON,0.001,2009,economics
Q J ECON,0.047,2010,economics
J POLIT ECON,0.036,2010,economics
ECONOMETRICA,0.046,2010,economics
J ECON LIT,0.015,2010,economics
J FINANC,0.06,2010,economics
REV ECON STUD,0.032,2010,economics
J FINANC ECON,0.053,2010,economics
J ECON PERSPECT,0.024,2010,economics
AM ECON REV,0.1,2010,economics
J LABOR ECON,0.012,2010,economics
REV ECON STAT,0.029,2010,economics
J ACCOUNT ECON,0.013,2010,economics
BROOKINGS PAP ECO AC,0.004,2010,economics
J FINANC ECONOMET,0.004,2010,economics
EXP ECON,0.009,2010,economics
J ECON GROWTH,0.004,2010,economics
RAND J ECON,0.015,2010,economics
J HUM RESOUR,0.01,2010,economics
J MONETARY ECON,0.027,2010,economics
J INT ECON,0.02,2010,economics
ECON POLICY,0.004,2010,economics
J EUR ECON ASSOC,0.017,2010,economics
INT ECON REV,0.013,2010,economics
ANNU REV ECON,0.001,2010,economics
ECON J,0.022,2010,economics
J ECON THEORY,0.026,2010,economics
J LAW ECON,0.006,2010,economics
J PUBLIC ECON,0.025,2010,economics
J FINANC QUANT ANAL,0.009,2010,economics
REV ECON DYNAM,0.008,2010,economics
J LAW ECON ORGAN,0.005,2010,economics
J IND ECON,0.006,2010,economics
J APPL ECONOMET,0.011,2010,economics
REV ENV ECON POLICY,0.002,2010,economics
J ECON GEOGR,0.006,2010,economics
QME-QUANT MARK ECON,0.002,2010,economics
J DEV ECON,0.013,2010,economics
GAME ECON BEHAV,0.017,2010,economics
J MONEY CREDIT BANK,0.014,2010,economics
J URBAN ECON,0.01,2010,economics
J ECON MANAGE STRAT,0.006,2010,economics
WORLD BANK ECON REV,0.003,2010,economics
EUR ECON REV,0.013,2010,economics
J ENVIRON ECON MANAG,0.007,2010,economics
ECONOMET THEOR,0.009,2010,economics
J POLICY ANAL MANAG,0.005,2010,economics
WORLD BANK RES OBSER,0.001,2010,economics
J RISK UNCERTAINTY,0.003,2010,economics
J ECON SURV,0.004,2010,economics
ECONOMICA,0.005,2010,economics
OXFORD REV ECON POL,0.004,2010,economics
EUR REV ECON HIST,0.001,2010,economics
WORLD DEV,0.015,2010,economics
INT J IND ORGAN,0.008,2010,economics
J ECON BEHAV ORGAN,0.015,2010,economics
ECON DEV CULT CHANGE,0.003,2010,economics
SCAND J ECON,0.004,2010,economics
J COMP ECON,0.004,2010,economics
ECON EDUC REV,0.006,2010,economics
ECON GEOGR,0.002,2010,economics
ECON SOC,0.003,2010,economics
ECON INQ,0.006,2010,economics
INT J FORECASTING,0.005,2010,economics
REG SCI URBAN ECON,0.005,2010,economics
ECON THEOR,0.012,2010,economics
CAN J ECON,0.006,2010,economics
ENERG ECON,0.009,2010,economics
J ECON HIST,0.003,2010,economics
IND CORP CHANGE,0.004,2010,economics
LABOUR ECON,0.005,2010,economics
J ECON PSYCHOL,0.005,2010,economics
OXFORD ECON PAP,0.003,2010,economics
EXPLOR ECON HIST,0.003,2010,economics
REV INT POLIT ECON,0.003,2010,economics
RESOUR ENERGY ECON,0.002,2010,economics
EUR J HEALTH ECON,0.002,2010,economics
J PUBLIC ECON THEORY,0.003,2010,economics
BE J ECON ANAL POLI,0.004,2010,economics
J RISK INSUR,0.003,2010,economics
J ECON DYN CONTROL,0.011,2010,economics
J POPUL ECON,0.003,2010,economics
SOC CHOICE WELFARE,0.006,2010,economics
JCMS-J COMMON MARK S,0.004,2010,economics
LAND ECON,0.003,2010,economics
J AGRAR CHANGE,0.001,2010,economics
INT FINANC,0.001,2010,economics
ENVIRON RESOUR ECON,0.006,2010,economics
J REGIONAL SCI,0.003,2010,economics
J CULT ECON,0.001,2010,economics
THEOR DECIS,0.002,2010,economics
ECON HIST REV,0.002,2010,economics
J BANK FINANC,0.014,2010,economics
FEM ECON,0.002,2010,economics
PUBLIC CHOICE,0.008,2010,economics
REV WORLD ECON,0.002,2010,economics
REV INCOME WEALTH,0.002,2010,economics
IMF STAFF PAPERS,0.002,2010,economics
MACROECON DYN,0.003,2010,economics
REAL ESTATE ECON,0.002,2010,economics
SMALL BUS ECON,0.004,2010,economics
FISC STUD,0.001,2010,economics
J PROD ANAL,0.002,2010,economics
GER ECON REV,0.001,2010,economics
ECON J WATCH,0.001,2010,economics
J DEV STUD,0.004,2010,economics
WORLD ECON,0.005,2010,economics
SPAN ECON REV,0.001,2010,economics
KYKLOS,0.002,2010,economics
ECON PHILOS,0.001,2010,economics
BE J MACROECON,0.001,2010,economics
INF ECON POLICY,0.002,2010,economics
SOUTH ECON J,0.004,2010,economics
STUD NONLINEAR DYN E,0.001,2010,economics
FED RESERVE BANK ST,0.002,2010,economics
INT TAX PUBLIC FINAN,0.002,2010,economics
J MACROECON,0.003,2010,economics
J JPN INT ECON,0.002,2010,economics
WORK EMPLOY SOC,0.002,2010,economics
CAMB J ECON,0.003,2010,economics
J TRANSP ECON POLICY,0.001,2010,economics
ECON LETT,0.016,2010,economics
NEW POLIT ECON,0.001,2010,economics
J REGUL ECON,0.002,2010,economics
BE J THEOR ECON,0.001,2010,economics
EMPIR ECON,0.003,2010,economics
ASIAN ECON POLICY R,0.001,2010,economics
B INDONES ECON STUD,0.001,2010,economics
J EVOL ECON,0.001,2010,economics
J AFR ECON,0.001,2010,economics
ECON DEV Q,0.001,2010,economics
CHINA ECON REV,0.002,2010,economics
NATL TAX J,0.002,2010,economics
REV IND ORGAN,0.002,2010,economics
J SPORT ECON,0.001,2010,economics
REV DEV ECON,0.002,2010,economics
SCOT J POLIT ECON,0.001,2010,economics
J REAL ESTATE FINANC,0.002,2010,economics
ECON TRANSIT,0.001,2010,economics
CESIFO ECON STUD,0.001,2010,economics
ECON REC,0.001,2010,economics
J HOUS ECON,0.001,2010,economics
EUROPE-ASIA STUD,0.002,2010,economics
CONTEMP ECON POLICY,0.002,2010,economics
TIJDSCHR ECON SOC GE,0.002,2010,economics
INT REV LAW ECON,0.001,2010,economics
POST-SOV AFF,0.001,2010,economics
ECONOMIST-NETHERLAND,0.001,2010,economics
J ECON,0.001,2010,economics
PORT ECON J,0.001,2010,economics
ECON MODEL,0.003,2010,economics
JPN ECON REV,0.001,2010,economics
J INST THEOR ECON,0.001,2010,economics
J APPL ECON,0.001,2010,economics
J INT TRADE ECON DEV,0.001,2010,economics
AUST ECON PAP,0.001,2010,economics
GENEVA RISK INS REV,0.001,2010,economics
PAC ECON REV,0.001,2010,economics
APPL ECON,0.007,2010,economics
ANNU REV RESOUR ECON,0.001,2010,economics
MANCH SCH,0.001,2010,economics
J POLICY MODEL,0.002,2010,economics
ASIAN-PAC ECON LIT,0.001,2010,economics
DEFENCE PEACE ECON,0.001,2010,economics
CHINA WORLD ECON,0.001,2010,economics
OPEN ECON REV,0.001,2010,economics
HIST POLIT ECON,0.001,2010,economics
JPN WORLD ECON,0.001,2010,economics
J BUS ECON MANAG,0.001,2010,economics
J AUST POLIT ECON,0.001,2010,economics
J REAL ESTATE RES,0.001,2010,economics
DEV ECON,0.001,2010,economics
FUTURES,0.002,2010,economics
ASIAN ECON J,0.001,2010,economics
FINANZARCHIV,0.001,2010,economics
AM J ECON SOCIOL,0.001,2010,economics
J ECON EDUC,0.001,2010,economics
AUST ECON HIST REV,0.001,2010,economics
J MEDIA ECON,0.001,2010,economics
J ECON ISSUES,0.001,2010,economics
AUST ECON REV,0.001,2010,economics
INVEST ECON-SPAIN,0.001,2010,economics
CEPAL REV,0.001,2010,economics
JAHRB NATL STAT,0.001,2010,economics
APPL ECON LETT,0.004,2010,economics
S AFR J ECON,0.001,2010,economics
EMERG MARK FINANC TR,0.001,2010,economics
INT J TRANSP ECON,0.001,2010,economics
INDEP REV,0.001,2010,economics
J ASIA PAC ECON,0.001,2010,economics
HACIENDA PUBLICA ESP,0.001,2010,economics
EUR J HIST ECON THOU,0.001,2010,economics
POST-COMMUNIST ECON,0.001,2010,economics
ANN ECON FINANC,0.001,2010,economics
J POST KEYNESIAN EC,0.001,2010,economics
EASTERN EUR ECON,0.001,2010,economics
J ECON POLICY REFORM,0.001,2010,economics
HITOTSUB J ECON,0.001,2010,economics
SINGAP ECON REV,0.001,2010,economics
TRANSFORM BUS ECON,0.001,2010,economics
REV ECON POLIT,0.001,2010,economics
REV ECON APL-SPAIN,0.001,2010,economics
REV ETUD COMP EST-O,0.001,2010,economics
S AFR J ECON MANAG S,0.001,2010,economics
ACTA OECON,0.001,2010,economics
ROM J ECON FORECAST,0.001,2010,economics
J KOREA TRADE,0.001,2010,economics
TRIMEST ECON,0.001,2010,economics
POLIT EKON,0.001,2010,economics
EKON CAS,0.001,2010,economics
BALT J ECON,0.001,2010,economics
REV ECON MUND,0.001,2010,economics
INVEST ECON-MEX,0.001,2010,economics
ZB RAD EKON FAK RIJE,0.001,2010,economics
ECON POLIT-ITALY,0.001,2010,economics
ECON CHIL,0.001,2010,economics
REV CIENC SOC-VENEZ,0.001,2010,economics
EKON ISTRAZ,0.001,2010,economics
Q J ECON,0.049,2011,economics
J ECON LIT,0.017,2011,economics
J POLIT ECON,0.026,2011,economics
ECONOMETRICA,0.044,2011,economics
REV ECON STUD,0.033,2011,economics
J FINANC,0.055,2011,economics
J ECON PERSPECT,0.028,2011,economics
J FINANC ECON,0.051,2011,economics
AM ECON REV,0.1,2011,economics
J ECON GROWTH,0.005,2011,economics
REV ECON STAT,0.025,2011,economics
BROOKINGS PAP ECO AC,0.005,2011,economics
ANNU REV ECON,0.003,2011,economics
J LABOR ECON,0.008,2011,economics
EXP ECON,0.009,2011,economics
J MONETARY ECON,0.032,2011,economics
RAND J ECON,0.015,2011,economics
J HUM RESOUR,0.01,2011,economics
J FINANC ECONOMET,0.004,2011,economics
REV ECON DYNAM,0.01,2011,economics
J EUR ECON ASSOC,0.016,2011,economics
J INT ECON,0.018,2011,economics
INT ECON REV,0.012,2011,economics
J ACCOUNT ECON,0.009,2011,economics
ECON J,0.022,2011,economics
ECON POLICY,0.004,2011,economics
J ECON THEORY,0.026,2011,economics
J APPL ECONOMET,0.011,2011,economics
J DEV ECON,0.016,2011,economics
WORLD BANK ECON REV,0.005,2011,economics
J FINANC QUANT ANAL,0.009,2011,economics
J PUBLIC ECON,0.021,2011,economics
REV ENV ECON POLICY,0.002,2011,economics
J ENVIRON ECON MANAG,0.008,2011,economics
J ECON GEOGR,0.006,2011,economics
QME-QUANT MARK ECON,0.003,2011,economics
J MONEY CREDIT BANK,0.015,2011,economics
J RISK UNCERTAINTY,0.004,2011,economics
J LAW ECON,0.005,2011,economics
J LAW ECON ORGAN,0.004,2011,economics
J URBAN ECON,0.01,2011,economics
EUR ECON REV,0.012,2011,economics
ASIAN-PAC ECON LIT,0.001,2011,economics
GAME ECON BEHAV,0.016,2011,economics
J IND ECON,0.005,2011,economics
J ECON MANAGE STRAT,0.005,2011,economics
ECON GEOGR,0.002,2011,economics
ECONOMET THEOR,0.008,2011,economics
INT J FORECASTING,0.006,2011,economics
SCAND J ECON,0.004,2011,economics
ECON SOC,0.003,2011,economics
WORLD BANK RES OBSER,0.001,2011,economics
EUR REV ECON HIST,0.001,2011,economics
OXFORD REV ECON POL,0.004,2011,economics
INT J IND ORGAN,0.008,2011,economics
J POLICY ANAL MANAG,0.004,2011,economics
J ECON SURV,0.003,2011,economics
ECON INQ,0.006,2011,economics
J ECON BEHAV ORGAN,0.016,2011,economics
ENERG ECON,0.012,2011,economics
LABOUR ECON,0.006,2011,economics
J ECON DYN CONTROL,0.014,2011,economics
J ECON HIST,0.003,2011,economics
ECONOMICA,0.004,2011,economics
WORLD DEV,0.014,2011,economics
IND CORP CHANGE,0.004,2011,economics
J COMP ECON,0.004,2011,economics
ECON DEV CULT CHANGE,0.003,2011,economics
ECON THEOR,0.01,2011,economics
REAL ESTATE ECON,0.002,2011,economics
REG SCI URBAN ECON,0.004,2011,economics
J REGIONAL SCI,0.003,2011,economics
BE J MACROECON,0.003,2011,economics
JCMS-J COMMON MARK S,0.005,2011,economics
J ECON PSYCHOL,0.005,2011,economics
OXFORD ECON PAP,0.003,2011,economics
LAND ECON,0.003,2011,economics
FED RESERVE BANK ST,0.002,2011,economics
RESOUR ENERGY ECON,0.002,2011,economics
CAN J ECON,0.005,2011,economics
IMF STAFF PAPERS,0.002,2011,economics
J CULT ECON,0.001,2011,economics
J RISK INSUR,0.003,2011,economics
J POPUL ECON,0.004,2011,economics
ENVIRON RESOUR ECON,0.007,2011,economics
REV INCOME WEALTH,0.003,2011,economics
ANNU REV RESOUR ECON,0.001,2011,economics
J AGRAR CHANGE,0.001,2011,economics
J BANK FINANC,0.015,2011,economics
PUBLIC CHOICE,0.008,2011,economics
SMALL BUS ECON,0.004,2011,economics
ECON EDUC REV,0.005,2011,economics
EXPLOR ECON HIST,0.002,2011,economics
KYKLOS,0.002,2011,economics
BE J ECON ANAL POLI,0.004,2011,economics
ECON HIST REV,0.002,2011,economics
SOC CHOICE WELFARE,0.005,2011,economics
J REGUL ECON,0.002,2011,economics
SOUTH ECON J,0.004,2011,economics
REV INT POLIT ECON,0.002,2011,economics
WORLD ECON,0.005,2011,economics
MACROECON DYN,0.003,2011,economics
ECON PHILOS,0.001,2011,economics
FEM ECON,0.001,2011,economics
ECON J WATCH,0.001,2011,economics
CAMB J ECON,0.003,2011,economics
INF ECON POLICY,0.002,2011,economics
J PUBLIC ECON THEORY,0.002,2011,economics
INT FINANC,0.001,2011,economics
J DEV STUD,0.004,2011,economics
WORK EMPLOY SOC,0.002,2011,economics
BE J THEOR ECON,0.002,2011,economics
J TRANSP ECON POLICY,0.001,2011,economics
J PROD ANAL,0.002,2011,economics
GER ECON REV,0.001,2011,economics
REV WORLD ECON,0.002,2011,economics
J REAL ESTATE FINANC,0.002,2011,economics
REV IND ORGAN,0.002,2011,economics
INT TAX PUBLIC FINAN,0.002,2011,economics
EUR J HEALTH ECON,0.002,2011,economics
CESIFO ECON STUD,0.001,2011,economics
THEOR DECIS,0.002,2011,economics
J EVOL ECON,0.001,2011,economics
J SPORT ECON,0.001,2011,economics
REV DEV ECON,0.003,2011,economics
POST-SOV AFF,0.001,2011,economics
J JPN INT ECON,0.001,2011,economics
GENEVA RISK INS REV,0.001,2011,economics
J AFR ECON,0.002,2011,economics
NEW POLIT ECON,0.001,2011,economics
ECON LETT,0.015,2011,economics
CONTEMP ECON POLICY,0.002,2011,economics
ECON REC,0.002,2011,economics
EMPIR ECON,0.003,2011,economics
J HOUS ECON,0.001,2011,economics
J MACROECON,0.003,2011,economics
NATL TAX J,0.002,2011,economics
CHINA ECON REV,0.002,2011,economics
FISC STUD,0.001,2011,economics
ECON TRANSIT,0.001,2011,economics
SPAN ECON REV,0.001,2011,economics
J REAL ESTATE RES,0.001,2011,economics
STUD NONLINEAR DYN E,0.001,2011,economics
SCOT J POLIT ECON,0.001,2011,economics
B INDONES ECON STUD,0.001,2011,economics
J ECON,0.001,2011,economics
JPN ECON REV,0.001,2011,economics
OPEN ECON REV,0.001,2011,economics
INT REV LAW ECON,0.001,2011,economics
ANN ECON FINANC,0.001,2011,economics
ECON MODEL,0.003,2011,economics
ASIAN ECON POLICY R,0.001,2011,economics
J INST THEOR ECON,0.001,2011,economics
TIJDSCHR ECON SOC GE,0.001,2011,economics
J POLICY MODEL,0.002,2011,economics
EUROPE-ASIA STUD,0.002,2011,economics
APPL ECON,0.007,2011,economics
ECON DEV Q,0.001,2011,economics
DEV ECON,0.001,2011,economics
CHINA WORLD ECON,0.001,2011,economics
FUTURES,0.002,2011,economics
DEFENCE PEACE ECON,0.001,2011,economics
J MEDIA ECON,0.001,2011,economics
MANCH SCH,0.001,2011,economics
PAC ECON REV,0.001,2011,economics
AM J ECON SOCIOL,0.001,2011,economics
ECONOMIST-NETHERLAND,0.001,2011,economics
JPN WORLD ECON,0.001,2011,economics
ASIAN ECON J,0.001,2011,economics
INDEP REV,0.001,2011,economics
J ASIA PAC ECON,0.001,2011,economics
J BUS ECON MANAG,0.001,2011,economics
INT J TRANSP ECON,0.001,2011,economics
J INT TRADE ECON DEV,0.001,2011,economics
J POST KEYNESIAN EC,0.001,2011,economics
JAHRB NATL STAT,0.001,2011,economics
J APPL ECON,0.001,2011,economics
FINANZARCHIV,0.001,2011,economics
APPL ECON LETT,0.004,2011,economics
HIST POLIT ECON,0.001,2011,economics
ACTA OECON,0.001,2011,economics
J ECON ISSUES,0.001,2011,economics
AUST ECON PAP,0.001,2011,economics
AUST ECON REV,0.001,2011,economics
HACIENDA PUBLICA ESP,0.001,2011,economics
AUST ECON HIST REV,0.001,2011,economics
POST-COMMUNIST ECON,0.001,2011,economics
J AUST POLIT ECON,0.001,2011,economics
EUR J HIST ECON THOU,0.001,2011,economics
S AFR J ECON,0.001,2011,economics
SINGAP ECON REV,0.001,2011,economics
EASTERN EUR ECON,0.001,2011,economics
EMERG MARK FINANC TR,0.001,2011,economics
J ECON EDUC,0.001,2011,economics
CEPAL REV,0.001,2011,economics
INVEST ECON-SPAIN,0.001,2011,economics
REV ECON APL-SPAIN,0.001,2011,economics
J ECON POLICY REFORM,0.001,2011,economics
PORT ECON J,0.001,2011,economics
TRANSFORM BUS ECON,0.001,2011,economics
POLIT EKON,0.001,2011,economics
REV ECON POLIT,0.001,2011,economics
